Plastic type,Replacement %,Particle size (mm),w/c ratio,Additive type,Additive %,Curing temperature (°C),Curing duration (days),Compressive strength (MPa),Flexural strength (MPa),Split tensile strength (MPa),Density (kg/m³),Water absorption (%),Thermal conductivity (W/m·K),Durability index
HDPE,33.38,2.24,0.46,GGBS,10.8,36.6,3.0,5.0,1.38,0.46,2150.1,3.84,0.859,25.3
HDPE,2.17,1.26,0.509,GGBS,12.4,25.9,27.5,27.71,3.46,2.34,2319.2,3.11,1.281,48.2
HDPE,23.78,1.9,0.465,GGBS,13.8,61.1,28.0,11.07,2.28,1.2,2245.1,3.47,1.012,34.2
HDPE,25.7,12.89,0.575,GGBS,14.9,23.0,6.6,5.0,1.3,0.46,2188.4,4.67,1.041,20.7
HDPE,5.65,5.45,0.511,none,0.0,22.1,27.9,24.62,3.6,2.45,2314.1,4.26,1.313,40.2
HDPE,3.41,5.69,0.416,fly ash,16.2,27.6,28.0,33.54,4.16,2.75,2349.9,2.14,1.332,62.2
HDPE,18.62,1.31,0.47,silica fume,18.1,44.6,28.1,12.53,2.29,1.25,2224.1,3.09,1.125,36.7
HDPE,13.54,1.79,0.534,fly ash,25.2,27.1,7.5,8.28,1.74,0.86,2315.1,3.75,1.171,33.3
HDPE,24.52,4.86,0.536,fly ash,21.1,32.0,28.5,9.46,2.04,0.96,2240.5,4.13,1.001,26.0
HDPE,18.08,1.8,0.442,none,0.0,62.2,56.0,18.4,2.72,1.45,2211.5,3.8,1.124,39.5
HDPE,24.07,2.16,0.445,silica fume,17.6,20.4,28.4,12.39,2.17,1.29,2192.7,2.84,1.099,38.6
HDPE,39.13,1.15,0.436,silica fume,5.1,22.8,55.6,17.02,2.69,1.54,2084.5,3.58,0.784,37.0
HDPE,13.45,8.74,0.542,GGBS,10.9,24.5,55.9,22.25,3.49,2.35,2242.5,3.64,1.162,46.8
HDPE,33.75,1.03,0.542,GGBS,29.6,23.3,3.3,5.0,1.36,0.53,2099.9,4.65,0.978,27.8
HDPE,13.42,4.29,0.47,none,0.0,22.0,28.4,17.93,2.44,1.65,2288.4,3.76,1.192,34.8
HDPE,7.01,2.58,0.35,silica fume,15.3,21.8,27.7,37.81,4.4,2.92,2347.8,2.08,1.322,57.8
HDPE,11.9,19.84,0.471,fly ash,10.8,52.7,27.7,21.32,3.41,2.13,2277.2,3.34,1.182,45.2
HDPE,36.91,1.52,0.394,silica fume,14.8,20.4,55.8,19.77,2.73,2.04,2135.8,2.78,0.92,45.0
HDPE,29.22,15.86,0.526,none,0.0,55.0,28.2,9.41,2.11,0.99,2141.8,4.77,0.936,31.4
HDPE,29.37,4.38,0.493,none,0.0,29.0,56.2,14.34,2.61,1.25,2146.9,4.29,0.959,29.1
HDPE,19.74,1.89,0.429,fly ash,29.8,33.5,7.2,5.27,1.15,0.43,2220.7,2.71,1.083,32.9
HDPE,28.62,1.17,0.406,fly ash,13.1,19.0,7.4,5.47,1.52,0.59,2180.0,3.52,1.033,33.4
HDPE,26.62,9.77,0.377,fly ash,23.3,19.8,14.1,8.84,1.95,0.82,2175.3,3.16,1.023,31.0
HDPE,17.43,12.96,0.389,none,0.0,22.9,6.7,5.41,1.3,0.43,2251.0,3.22,1.152,31.3
HDPE,6.23,14.08,0.545,GGBS,11.5,38.0,6.7,11.27,1.97,1.0,2341.4,3.52,1.341,38.0
HDPE,29.93,6.38,0.491,fly ash,12.9,52.6,28.0,11.67,2.14,1.05,2163.9,3.58,0.987,33.1
HDPE,20.56,3.64,0.531,none,0.0,21.9,7.3,5.34,1.3,0.41,2219.3,4.11,1.093,19.2
HDPE,27.95,1.35,0.601,none,0.0,33.1,6.6,5.0,1.31,0.52,2183.1,5.54,0.989,14.5
HDPE,12.51,4.13,0.386,silica fume,14.6,72.7,3.4,6.37,1.59,0.52,2253.5,2.1,1.26,37.6
HDPE,27.05,10.78,0.501,silica fume,9.0,70.6,27.7,12.37,2.29,1.0,2180.1,3.66,1.052,31.2
HDPE,30.44,8.29,0.529,silica fume,8.2,25.9,28.5,11.68,2.09,1.19,2142.1,4.1,0.917,31.9
HDPE,14.52,5.82,0.526,silica fume,19.3,39.9,6.9,8.0,1.64,0.84,2247.8,3.82,1.207,30.1
HDPE,29.21,1.85,0.428,none,0.0,34.9,27.8,10.56,1.9,0.85,2193.7,3.87,0.993,27.3
HDPE,19.48,3.3,0.48,none,0.0,67.7,6.6,5.0,1.3,0.54,2229.3,4.08,1.105,22.4
HDPE,12.3,4.4,0.504,fly ash,25.4,26.9,3.0,5.29,1.41,0.58,2261.3,3.76,1.175,32.1
HDPE,13.34,18.41,0.379,GGBS,28.2,20.5,28.1,22.29,2.99,2.15,2257.5,2.35,1.169,49.8
HDPE,20.43,1.29,0.519,fly ash,26.2,61.1,13.8,8.24,1.58,0.86,2209.4,4.33,1.075,25.7
HDPE,25.02,4.75,0.427,none,0.0,44.9,89.8,19.5,3.17,1.48,2199.5,3.9,1.039,33.7
HDPE,13.11,1.33,0.436,silica fume,16.6,19.1,7.1,9.05,1.82,0.76,2289.3,2.84,1.213,33.4
HDPE,17.41,1.42,0.45,silica fume,11.8,39.6,27.7,10.41,1.97,0.97,2275.2,2.56,1.191,37.5
HDPE,26.63,1.18,0.407,none,0.0,20.3,27.5,12.22,2.28,0.94,2161.0,4.16,0.986,26.1
HDPE,0.25,2.45,0.549,none,0.0,46.1,13.9,19.09,2.7,1.62,2395.5,3.92,1.313,39.6
HDPE,38.99,3.9,0.402,none,0.0,65.3,6.7,5.68,1.35,0.45,2142.0,4.27,0.894,28.2
HDPE,15.03,2.55,0.549,fly ash,11.9,32.0,28.0,12.74,2.49,1.27,2243.1,4.04,1.156,32.9
HDPE,25.39,15.41,0.497,GGBS,14.1,18.4,55.8,15.33,2.18,1.35,2170.7,3.32,1.036,32.1
HDPE,16.9,17.39,0.452,none,0.0,22.3,28.1,10.33,2.05,0.94,2264.4,3.87,1.141,33.1
HDPE,14.2,18.99,0.528,silica fume,18.4,22.9,56.0,22.34,3.19,2.21,2225.0,3.1,1.244,44.7
HDPE,17.85,15.75,0.639,GGBS,23.7,22.0,7.2,5.0,1.5,0.46,2228.8,4.54,1.172,22.6
HDPE,21.61,1.38,0.492,GGBS,15.6,26.4,28.2,10.66,2.25,0.88,2267.3,3.23,1.057,35.3
HDPE,35.87,1.88,0.496,GGBS,26.8,29.2,27.8,10.2,2.34,0.77,2091.2,4.34,0.904,29.7
HDPE,20.38,1.97,0.387,none,0.0,19.7,6.8,5.0,1.28,0.47,2180.1,3.05,1.099,22.6
HDPE,6.67,1.07,0.518,silica fume,8.4,43.5,56.3,42.08,4.31,3.83,2244.6,2.84,1.332,58.2
HDPE,4.9,7.73,0.596,none,0.0,19.3,27.9,22.61,3.4,1.81,2299.3,4.91,1.345,37.4
HDPE,30.44,1.56,0.35,fly ash,14.2,49.4,7.0,6.19,1.59,0.49,2184.7,2.98,0.814,33.4
HDPE,0.32,5.61,0.56,silica fume,13.5,55.5,6.9,12.68,2.74,1.04,2346.4,3.67,1.411,29.5
HDPE,39.71,1.48,0.467,none,0.0,23.1,13.6,7.65,1.56,0.6,2092.0,5.04,0.846,19.0
HDPE,18.58,4.1,0.494,silica fume,9.7,31.4,55.7,16.0,2.7,1.39,2202.2,3.42,1.157,39.8
HDPE,17.95,1.73,0.511,GGBS,23.8,27.8,56.0,14.77,2.51,1.47,2226.7,3.66,1.098,35.4
HDPE,11.73,1.39,0.508,none,0.0,47.9,28.1,17.44,3.05,1.87,2263.4,3.92,1.194,35.5
HDPE,3.74,1.52,0.407,GGBS,20.3,49.9,56.3,43.31,4.6,4.0,2333.5,2.24,1.359,65.2
PVC,11.05,9.46,0.486,silica fume,9.7,63.1,14.0,13.01,2.58,1.18,2260.1,2.9,1.149,32.0
PVC,35.11,8.13,0.52,GGBS,22.2,27.0,55.8,12.13,2.48,1.15,2097.2,4.21,0.585,27.9
PVC,35.49,2.56,0.35,fly ash,18.6,28.7,28.1,13.04,2.31,1.1,2167.9,3.31,0.592,33.6
PVC,33.12,7.0,0.512,silica fume,6.8,23.5,27.7,9.54,1.72,0.77,2178.3,3.33,0.676,28.2
PVC,33.36,7.21,0.442,none,0.0,33.9,3.3,5.0,1.24,0.4,2162.2,4.4,0.661,22.2
PVC,33.98,0.77,0.47,fly ash,16.8,69.0,7.0,5.32,1.26,0.5,2158.4,3.86,0.58,27.1
PVC,30.54,3.64,0.35,silica fume,5.7,22.0,89.8,19.94,2.95,1.51,2208.8,2.85,0.665,40.0
PVC,30.34,1.45,0.379,fly ash,23.9,22.4,90.0,20.01,3.17,2.15,2197.4,3.38,0.696,41.0
PVC,24.76,0.52,0.483,silica fume,7.5,19.5,56.0,13.19,2.68,1.3,2165.4,3.25,0.915,34.8
PVC,26.03,2.06,0.452,silica fume,13.5,24.2,7.3,5.0,1.33,0.47,2171.8,3.27,0.762,32.7
PVC,36.11,0.84,0.537,silica fume,5.2,28.2,28.0,10.66,1.89,0.98,2124.8,4.26,0.58,29.7
PVC,29.3,3.48,0.564,fly ash,14.3,36.6,55.8,12.42,2.59,0.96,2178.1,4.49,0.691,27.8
PVC,12.71,9.32,0.521,GGBS,28.6,27.9,55.9,18.35,3.03,1.39,2312.3,3.54,1.007,38.9
PVC,20.84,2.89,0.464,fly ash,12.2,38.3,28.1,11.03,1.75,0.98,2259.1,4.08,0.855,32.7
PVC,23.22,10.53,0.519,none,0.0,23.8,6.8,5.0,1.24,0.39,2177.6,4.32,0.844,17.8
PVC,23.34,0.54,0.563,fly ash,16.9,29.5,7.1,5.0,1.29,0.38,2193.2,4.37,0.762,28.4
PVC,14.95,0.6,0.506,none,0.0,36.2,27.7,9.14,2.26,0.89,2259.4,4.31,0.948,22.3
PVC,14.81,0.55,0.482,none,0.0,29.3,27.7,9.72,1.85,0.91,2271.1,4.03,0.99,29.8
PVC,12.92,1.5,0.487,silica fume,16.9,24.1,27.6,14.48,2.62,1.09,2250.1,2.99,1.019,36.5
PVC,2.5,1.24,0.475,fly ash,10.6,27.3,27.6,27.22,3.5,2.89,2372.5,2.84,1.214,49.4
PVC,39.2,0.76,0.524,none,0.0,28.4,13.6,6.09,1.41,0.65,2118.4,5.59,0.506,16.5
PVC,3.71,4.14,0.565,fly ash,12.5,30.5,28.3,26.79,3.43,2.54,2336.1,3.8,1.205,37.8
PVC,16.51,1.12,0.449,silica fume,18.2,33.1,89.8,19.07,2.96,1.66,2208.8,2.62,0.948,39.3
PVC,3.89,2.18,0.506,silica fume,16.7,28.5,56.0,38.16,4.24,3.57,2342.8,2.95,1.254,57.6
PVC,18.76,3.34,0.43,silica fume,19.1,43.9,27.8,11.51,2.24,1.12,2221.8,2.67,0.87,37.7
PVC,9.96,1.68,0.509,fly ash,23.5,27.6,13.5,13.19,2.45,1.21,2299.8,3.93,1.029,38.8
PVC,3.1,2.36,0.464,none,0.0,25.6,27.8,25.72,3.37,2.74,2345.1,3.08,1.273,43.7
PVC,22.48,7.47,0.54,none,0.0,23.8,90.0,14.41,2.19,1.32,2250.2,5.02,0.875,25.2
PVC,16.7,0.64,0.5,none,0.0,27.5,89.6,14.66,2.23,1.6,2213.7,4.28,0.985,25.8
PVC,28.45,0.51,0.449,none,0.0,27.3,13.5,6.75,1.51,0.66,2189.1,4.38,0.765,20.5
PVC,27.28,1.3,0.36,fly ash,13.4,18.9,6.6,5.78,1.35,0.58,2209.3,2.91,0.735,33.4
PVC,11.94,10.02,0.441,fly ash,17.8,18.7,14.2,11.81,2.14,0.98,2269.5,2.93,1.087,36.7
PVC,31.29,9.22,0.387,fly ash,16.6,22.0,90.0,21.41,2.89,2.14,2148.4,3.29,0.682,36.2
PVC,28.2,7.5,0.49,fly ash,14.2,26.5,28.1,9.48,2.25,0.82,2172.2,4.66,0.675,26.9
PVC,35.51,2.82,0.445,fly ash,20.9,21.5,28.2,10.88,2.04,1.04,2199.9,4.72,0.55,30.4
PVC,26.16,0.96,0.401,none,0.0,28.9,14.2,8.49,1.79,0.9,2211.2,3.57,0.868,29.0
PVC,10.3,8.21,0.449,fly ash,17.0,59.8,55.9,29.91,3.85,2.84,2341.8,3.32,1.103,45.3
PVC,33.94,0.56,0.594,fly ash,19.9,47.2,28.3,10.38,2.0,1.03,2192.3,5.38,0.646,20.2
PVC,33.04,4.84,0.411,none,0.0,29.9,7.0,5.0,1.15,0.43,2183.3,4.1,0.692,23.2
PVC,32.67,10.75,0.546,fly ash,22.5,23.9,56.5,12.55,2.26,1.29,2167.0,5.14,0.561,30.5
PVC,4.1,2.22,0.503,silica fume,12.3,45.6,28.2,33.93,4.26,2.59,2318.9,2.61,1.222,54.8
PVC,32.56,9.34,0.396,GGBS,22.2,59.1,55.7,18.87,3.11,2.07,2127.1,3.09,0.618,42.3
PVC,18.22,0.82,0.457,none,0.0,31.6,14.1,6.98,1.68,0.53,2262.8,3.21,0.93,24.2
PVC,38.25,1.77,0.485,fly ash,23.9,46.1,28.3,11.77,2.32,1.0,2136.4,4.52,0.49,23.7
PVC,11.74,1.69,0.44,none,0.0,75.5,3.4,5.09,1.41,0.51,2302.7,3.08,1.08,31.3
PVC,19.26,6.12,0.532,silica fume,17.3,43.2,14.1,6.93,1.51,0.64,2243.4,3.68,0.983,28.3
PVC,4.04,0.51,0.523,silica fume,18.5,21.0,27.6,27.37,3.85,2.87,2322.0,2.75,1.328,47.4
PVC,12.48,4.93,0.485,none,0.0,29.3,6.7,5.73,1.51,0.53,2282.4,3.51,1.119,24.2
PVC,38.61,2.32,0.514,none,0.0,20.1,55.9,11.52,2.22,1.0,2126.6,4.87,0.515,22.2
PVC,33.07,2.74,0.58,none,0.0,23.0,14.0,5.66,1.33,0.48,2136.3,5.6,0.583,15.4
PVC,10.24,0.63,0.467,silica fume,9.6,26.6,28.2,22.3,3.3,1.97,2303.7,3.4,1.131,51.1
PVC,7.27,1.22,0.398,fly ash,23.3,48.9,6.8,14.23,2.52,1.09,2322.3,2.44,1.135,35.6
PVC,11.5,5.67,0.548,none,0.0,34.6,7.4,6.27,1.72,0.66,2307.3,4.78,1.0,18.6
PVC,34.77,6.37,0.396,fly ash,26.4,52.0,27.7,13.73,2.16,1.24,2215.1,3.71,0.579,30.2
PVC,8.41,0.74,0.587,none,0.0,45.4,3.0,5.66,1.16,0.43,2298.4,4.52,1.129,24.4
PVC,39.96,0.7,0.46,fly ash,10.1,21.9,27.6,10.12,1.88,1.11,2132.0,4.25,0.45,23.2
PVC,7.05,7.39,0.473,fly ash,29.5,22.3,28.2,27.58,3.26,2.42,2314.6,3.17,1.193,48.5
PVC,29.77,2.47,0.553,silica fume,19.3,55.6,6.7,5.19,1.48,0.54,2179.3,4.27,0.724,20.4
PVC,27.72,3.92,0.481,none,0.0,78.9,7.1,5.0,1.27,0.47,2168.0,4.35,0.729,23.1
PVC,17.92,2.19,0.402,none,0.0,18.0,14.2,6.77,1.68,0.57,2277.6,3.44,0.969,28.4
PVC,33.15,7.67,0.559,silica fume,16.7,29.6,56.5,12.98,2.24,1.07,2146.8,4.02,0.694,28.4
PVC,21.89,2.79,0.48,GGBS,26.4,25.4,55.7,15.32,2.5,1.6,2244.9,3.44,0.891,35.8
PVC,14.25,1.2,0.548,fly ash,14.5,27.8,6.6,5.18,1.22,0.4,2283.4,4.61,1.004,27.1
PVC,9.94,8.3,0.417,GGBS,20.4,21.9,28.5,22.84,3.08,1.95,2289.8,2.46,1.15,42.3
PVC,3.31,5.43,0.484,fly ash,19.8,41.5,55.7,40.43,4.86,3.59,2356.5,2.75,1.245,56.4
PVC,19.69,0.98,0.542,none,0.0,22.7,3.3,5.0,1.46,0.52,2239.9,4.68,0.816,21.3
PVC,39.19,1.9,0.516,GGBS,19.4,60.2,3.2,5.3,1.21,0.47,2118.1,4.29,0.477,25.0
PVC,34.31,3.53,0.461,silica fume,17.7,65.5,13.6,8.02,1.79,0.67,2161.2,3.19,0.616,33.1
PVC,39.02,0.99,0.456,fly ash,16.8,18.1,6.6,5.54,1.34,0.55,2116.7,4.15,0.492,20.1
PVC,28.03,0.83,0.387,none,0.0,26.9,56.1,15.09,2.47,1.42,2194.8,3.2,0.749,33.4
PVC,36.68,4.1,0.435,fly ash,18.3,79.2,28.5,13.11,2.21,1.09,2124.4,4.07,0.55,30.0
PVC,23.68,1.16,0.356,silica fume,10.9,20.0,27.9,13.13,2.43,1.11,2218.8,1.76,0.843,45.8
PVC,27.97,1.1,0.459,silica fume,14.4,26.7,55.7,14.52,2.51,1.23,2191.6,3.23,0.758,38.2
PVC,6.67,0.58,0.539,silica fume,6.1,34.3,13.7,17.57,2.78,1.87,2295.0,3.1,1.141,40.6
PVC,29.09,1.08,0.577,silica fume,11.3,35.1,27.5,10.53,1.89,0.89,2189.1,4.32,0.809,28.6
PVC,13.85,1.86,0.465,silica fume,8.4,26.3,27.9,13.13,2.13,1.06,2270.9,2.92,0.981,41.3
PVC,37.9,11.6,0.457,silica fume,13.7,29.7,55.5,14.96,2.5,1.19,2160.2,3.65,0.619,34.5
PVC,16.84,0.8,0.496,fly ash,13.7,27.4,27.6,9.5,1.85,0.72,2293.6,4.28,0.968,28.8
PVC,18.73,4.44,0.527,fly ash,17.6,54.3,3.0,5.0,1.4,0.39,2259.0,3.64,0.874,24.6
PVC,19.61,5.28,0.497,silica fume,13.4,29.1,27.6,9.98,1.89,1.05,2239.2,3.39,0.925,33.4
PVC,3.77,0.77,0.53,fly ash,10.1,23.7,14.1,17.62,2.87,1.42,2326.5,3.45,1.059,37.9
PVC,11.76,1.35,0.556,none,0.0,38.6,90.0,26.59,3.67,2.47,2248.4,4.9,1.082,32.1
PVC,15.98,5.12,0.417,fly ash,12.9,26.8,28.5,10.9,2.45,1.12,2275.8,2.66,0.918,35.0
PVC,5.68,5.33,0.392,silica fume,7.8,22.5,90.0,49.55,4.97,4.99,2290.4,1.92,1.215,73.6
PVC,6.61,1.48,0.511,none,0.0,22.3,27.5,20.78,3.37,2.0,2306.9,3.72,1.197,35.9
PVC,22.36,2.8,0.448,GGBS,25.6,37.0,6.7,5.13,1.25,0.48,2249.5,3.48,0.82,24.4
PVC,30.39,4.74,0.488,fly ash,18.0,49.9,28.2,11.04,2.28,0.96,2124.5,4.39,0.633,29.6
PVC,29.51,7.48,0.515,silica fume,11.4,41.3,28.1,10.91,2.55,1.19,2190.9,3.98,0.756,27.4
PVC,1.86,2.53,0.378,silica fume,12.1,65.9,55.5,57.84,4.64,6.03,2340.0,2.03,1.22,71.0
PVC,17.51,0.62,0.512,silica fume,17.6,34.8,13.8,6.43,1.58,0.58,2243.2,3.14,0.995,32.2
PVC,10.27,3.89,0.495,none,0.0,24.2,55.7,24.17,3.16,2.58,2297.1,3.68,1.065,37.8
PVC,15.56,0.64,0.421,silica fume,17.7,48.7,90.0,19.92,3.17,2.06,2235.5,2.52,1.03,46.0
PVC,16.75,0.64,0.557,GGBS,11.4,19.2,7.4,5.0,1.4,0.42,2247.4,4.11,1.037,30.0
PVC,13.16,1.98,0.368,GGBS,12.8,32.0,3.0,5.04,1.27,0.52,2311.3,1.96,0.984,29.0
PVC,20.92,2.93,0.365,GGBS,15.5,70.8,14.4,9.77,1.94,0.79,2228.9,2.29,0.88,42.7
PVC,2.64,1.42,0.451,silica fume,18.7,27.2,28.0,35.16,4.03,3.05,2336.3,2.4,1.327,58.2
PVC,38.32,4.69,0.37,GGBS,18.3,53.6,6.6,5.12,1.43,0.46,2122.7,3.18,0.502,34.1
PVC,35.9,4.22,0.485,GGBS,14.8,20.2,14.5,7.25,1.44,0.7,2154.1,4.0,0.601,24.3
PVC,6.59,1.63,0.478,none,0.0,29.8,7.4,10.11,2.09,0.78,2301.1,4.27,1.244,30.0
PVC,35.57,1.83,0.564,none,0.0,32.3,14.3,5.82,1.46,0.46,2159.5,5.05,0.524,14.5
PVC,26.95,2.97,0.404,fly ash,22.9,19.4,27.7,11.5,2.24,1.0,2168.5,3.38,0.76,25.3
PVC,21.65,9.1,0.517,GGBS,24.8,27.5,27.7,9.66,1.74,0.85,2212.2,3.72,0.856,27.5
PVC,34.1,1.23,0.475,GGBS,15.7,29.5,28.0,11.14,1.9,0.84,2133.8,3.91,0.566,26.5
PVC,15.6,1.18,0.364,silica fume,12.1,21.6,27.7,12.14,2.43,1.06,2292.6,2.14,1.059,41.4
PVC,30.95,2.31,0.379,none,0.0,40.7,28.1,11.92,2.1,1.23,2196.0,3.34,0.638,27.4
PVC,4.73,3.97,0.557,fly ash,10.5,62.3,90.0,43.64,5.19,3.97,2298.7,3.88,1.18,59.0
PVC,39.13,2.02,0.437,none,0.0,28.7,90.0,15.19,2.71,1.23,2098.0,3.98,0.496,29.0
PVC,29.5,2.12,0.544,fly ash,20.8,20.0,55.6,12.17,2.17,1.19,2234.9,4.22,0.704,28.5
PVC,23.41,7.89,0.473,silica fume,15.8,20.6,14.4,7.56,1.74,0.75,2179.3,3.47,0.87,31.2
PVC,35.41,0.55,0.567,none,0.0,19.3,7.5,5.05,1.3,0.43,2178.6,5.17,0.581,10.1
PVC,27.47,3.91,0.429,silica fume,12.1,24.1,27.7,13.07,2.24,1.38,2198.9,2.85,0.782,32.7
PVC,3.56,1.32,0.456,fly ash,17.6,36.5,90.0,44.52,5.34,4.23,2324.2,2.97,1.126,58.7
PVC,9.65,0.78,0.434,fly ash,22.3,32.5,55.8,35.57,4.16,3.91,2293.9,2.91,1.094,55.5
PVC,28.11,2.56,0.554,silica fume,13.4,29.3,28.3,10.04,1.88,1.08,2208.2,3.46,0.782,29.0
PVC,1.9,0.66,0.569,GGBS,12.7,27.4,6.7,10.61,2.49,1.15,2334.4,3.47,1.211,25.9
PVC,2.87,10.12,0.35,silica fume,12.7,26.2,7.2,15.88,2.93,1.5,2394.2,1.65,1.243,45.2
PVC,38.02,9.53,0.567,fly ash,10.4,24.0,14.1,5.78,1.51,0.64,2107.8,5.25,0.511,20.4
PVC,23.04,2.01,0.476,fly ash,23.2,20.0,14.1,6.24,1.48,0.61,2255.2,4.02,0.833,21.3
PVC,32.57,0.97,0.469,none,0.0,26.5,27.6,8.43,1.87,0.74,2200.3,4.74,0.626,21.9
PVC,21.84,4.05,0.529,GGBS,21.0,19.5,28.3,8.63,1.93,0.65,2219.5,4.05,0.848,29.5
PVC,22.66,0.75,0.5,none,0.0,73.8,55.5,12.77,2.41,1.04,2255.6,4.49,0.871,29.9
PVC,6.65,2.27,0.491,silica fume,11.9,55.7,28.2,24.14,3.52,2.18,2304.6,3.16,1.183,51.0
PVC,11.49,2.29,0.44,none,0.0,22.0,27.8,15.97,3.08,1.24,2283.0,3.51,1.106,34.2
PVC,28.03,2.3,0.52,none,0.0,51.4,27.7,8.8,2.08,0.81,2173.9,4.81,0.781,21.5
PVC,4.09,5.5,0.489,GGBS,18.2,46.3,28.3,27.66,3.74,2.11,2301.0,3.01,1.253,49.9
PVC,27.38,1.63,0.511,GGBS,12.4,19.4,55.6,11.98,2.18,1.29,2189.3,3.96,0.779,28.1
PVC,5.19,3.39,0.47,none,0.0,38.4,56.5,36.88,4.17,2.91,2348.0,3.57,1.214,49.2
PVC,27.64,2.65,0.603,fly ash,15.0,27.9,90.0,13.49,2.43,1.21,2160.9,5.38,0.668,21.2
PVC,1.19,1.15,0.385,fly ash,14.1,56.1,6.7,15.59,2.65,1.29,2339.4,2.28,1.238,43.3
PVC,12.51,0.57,0.518,fly ash,20.8,24.5,55.9,18.94,3.04,2.03,2289.3,4.06,0.886,31.4
PVC,1.21,1.3,0.493,silica fume,14.0,53.3,27.8,31.74,4.11,3.08,2291.4,2.7,1.284,52.1
PVC,20.18,1.93,0.35,silica fume,6.4,18.9,28.0,13.04,2.11,1.35,2242.6,2.42,0.971,40.6
PVC,14.31,0.94,0.536,silica fume,10.5,44.2,7.1,5.3,1.25,0.5,2268.7,2.97,0.974,33.2
PVC,15.04,8.72,0.394,silica fume,14.8,29.9,6.8,5.52,1.37,0.47,2233.4,2.47,1.033,34.1
PVC,1.28,9.78,0.469,GGBS,13.6,23.2,6.9,12.08,2.11,1.07,2356.6,3.07,1.265,33.0
PVC,13.46,2.8,0.438,fly ash,27.1,25.7,6.8,6.49,1.42,0.55,2303.7,3.02,1.015,32.7
PVC,31.6,3.77,0.498,none,0.0,31.2,89.5,18.19,2.63,1.92,2216.0,4.71,0.659,28.3
PVC,1.28,1.16,0.367,none,0.0,19.9,90.0,54.85,5.54,4.13,2385.8,2.24,1.279,65.6
PVC,6.19,0.53,0.489,GGBS,28.1,27.7,13.9,17.03,2.7,1.79,2319.4,3.39,1.157,37.5
PVC,4.45,11.07,0.425,silica fume,18.4,21.8,55.5,41.92,4.23,3.78,2295.7,1.98,1.242,65.3
PVC,9.1,11.74,0.465,GGBS,28.1,38.3,55.7,31.9,3.58,2.56,2310.0,3.09,1.122,51.4
PVC,11.02,11.18,0.582,fly ash,22.7,24.8,13.7,12.04,2.16,1.22,2251.9,4.17,1.061,29.1
PVC,20.2,2.63,0.371,fly ash,13.9,47.0,28.0,12.01,2.5,1.12,2234.6,2.77,0.891,33.5
PVC,28.03,2.88,0.385,fly ash,16.1,20.7,27.5,11.47,2.11,0.93,2179.5,3.3,0.753,33.9
PVC,11.34,4.6,0.488,fly ash,25.1,23.1,3.2,5.0,1.32,0.48,2269.8,3.83,1.082,27.6
PVC,11.96,0.53,0.578,silica fume,18.2,19.1,90.0,22.92,3.55,2.18,2277.1,3.72,1.13,40.1
PVC,0.48,0.89,0.458,silica fume,7.4,20.2,55.5,40.99,5.46,4.06,2322.5,2.74,1.408,62.0
PVC,17.93,0.85,0.57,fly ash,29.2,27.3,55.9,13.74,2.57,1.29,2257.6,4.56,0.923,24.9
PVC,16.72,1.52,0.426,none,0.0,28.0,28.3,10.53,2.06,1.03,2291.3,3.25,0.94,32.7
PVC,25.43,7.14,0.601,GGBS,29.1,20.0,13.6,5.69,1.43,0.44,2211.6,4.86,0.832,20.6
PVC,8.99,5.63,0.35,none,0.0,41.6,7.5,12.27,2.61,1.05,2307.0,2.6,1.098,39.8
PVC,2.55,4.51,0.525,fly ash,10.5,22.8,14.2,17.91,2.81,1.45,2341.3,3.29,1.164,35.4
PVC,4.82,1.61,0.504,GGBS,29.9,24.0,89.8,46.6,5.08,3.69,2315.6,3.44,1.213,67.5
PVC,22.59,5.06,0.433,fly ash,24.1,30.0,28.4,10.79,2.25,1.17,2253.3,3.23,0.867,30.5
PVC,15.36,0.58,0.548,fly ash,27.2,29.0,28.1,9.75,1.97,0.74,2262.1,4.07,0.97,28.8
PVC,37.11,2.12,0.475,GGBS,23.3,29.0,28.0,10.87,2.04,0.96,2153.2,4.07,0.487,28.5
PVC,10.26,0.6,0.529,none,0.0,28.3,56.3,24.09,2.94,2.58,2270.6,3.93,1.007,32.9
PVC,9.8,2.46,0.396,GGBS,26.1,62.1,7.3,11.72,2.27,1.09,2271.3,2.32,1.08,39.6
PVC,19.21,2.28,0.35,silica fume,18.7,49.1,55.8,21.35,3.07,1.64,2231.7,2.4,0.878,43.0
PVC,37.02,0.87,0.591,none,0.0,18.1,90.0,13.09,2.28,1.34,2115.8,5.67,0.585,24.1
PVC,29.71,1.99,0.379,silica fume,8.1,33.2,27.5,12.22,2.41,1.33,2215.3,2.71,0.658,35.0
PVC,16.22,2.91,0.38,none,0.0,18.2,28.1,10.79,2.43,1.08,2284.8,2.62,0.982,31.9
PVC,0.24,5.6,0.405,fly ash,19.7,20.6,28.3,30.42,3.65,2.7,2345.6,2.46,1.208,47.0
PVC,35.16,2.36,0.534,fly ash,25.4,24.0,89.6,16.74,2.77,1.67,2134.2,4.44,0.533,32.3
PVC,4.61,6.78,0.477,silica fume,14.2,20.8,27.9,30.24,4.11,2.84,2293.6,2.58,1.228,53.0
