plastic_type,plastic_type_enc,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_type_enc,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,score_paving_block_light,suitable_paving_block_light,score_paving_block_heavy,suitable_paving_block_heavy,score_floor_tile_indoor,suitable_floor_tile_indoor,score_floor_tile_outdoor,suitable_floor_tile_outdoor,score_hollow_concrete_block,suitable_hollow_concrete_block,score_lightweight_partition_block,suitable_lightweight_partition_block,score_structural_concrete,suitable_structural_concrete,score_nonstructural_concrete_fill,suitable_nonstructural_concrete_fill,score_plastic_sand_paver,suitable_plastic_sand_paver,score_wall_cladding_panel,suitable_wall_cladding_panel,score_thermal_insulation_panel,suitable_thermal_insulation_panel,score_kerb_stone,suitable_kerb_stone,primary_application
Mixed,5,38.5,4.4,0.52,fly_ash,1,29.4,37.1,44,11.5,1.52,1.1,1898.3,8.65,0.345,50.9,47.13,0,28.82,0,18.38,0,14.73,0,94.27,1,81.07,1,39.24,0,87.46,1,36.91,0,85.49,1,85.54,1,38.7,0,hollow_concrete_block
Mixed,5,20.4,15.6,0.48,none,0,0.0,42.9,39,12.54,1.47,1.22,2109.7,5.67,0.709,78.3,59.48,1,35.81,0,20.92,0,16.32,0,100.0,1,72.77,1,63.1,1,87.06,1,49.64,0,71.79,1,58.33,1,48.96,0,hollow_concrete_block
PVC,3,25.3,3.3,0.4,silica_fume,2,12.7,56.7,54,25.68,3.68,2.47,2084.3,4.66,0.597,81.3,80.99,1,48.76,0,40.6,0,33.01,0,100.0,1,76.52,1,83.95,1,87.27,1,69.24,1,77.04,1,64.8,1,67.99,1,hollow_concrete_block
PET,0,3.2,7.2,0.44,silica_fume,2,21.3,56.3,53,43.62,5.89,4.28,2317.1,1.7,0.965,100.0,97.16,1,82.03,1,74.03,1,58.46,1,100.0,1,66.08,1,88.06,1,85.54,1,75.0,1,65.79,1,48.5,0,97.2,1,hollow_concrete_block
LDPE,2,35.5,15.7,0.63,fibres,3,12.4,31.0,5,1.0,0.5,0.3,1875.3,7.76,0.317,47.9,33.92,0,19.95,0,5.69,0,4.04,0,51.95,0,53.0,0,19.33,0,45.86,0,25.39,0,65.02,1,75.66,1,26.7,0,thermal_insulation_panel
HDPE,1,29.1,13.4,0.63,none,0,0.0,32.6,53,10.5,1.14,0.85,1916.4,7.28,0.532,63.6,49.64,0,30.13,0,17.01,0,13.27,0,97.89,1,80.87,1,42.12,0,88.79,1,39.64,0,77.2,1,70.55,1,40.74,0,hollow_concrete_block
PET,0,3.8,18.8,0.49,none,0,0.0,21.6,53,18.01,2.26,1.58,2305.4,2.47,0.983,91.1,81.09,1,51.83,0,34.46,0,26.11,0,100.0,1,65.91,1,67.28,1,85.62,1,59.01,1,65.53,1,48.09,0,73.75,1,hollow_concrete_block
PP,4,30.6,2.1,0.43,fly_ash,1,2.5,75.9,52,14.21,2.16,1.79,1893.4,7.64,0.451,58.8,53.19,0,32.48,0,23.1,0,18.78,0,96.82,1,81.13,1,45.43,0,89.01,1,43.38,0,82.22,1,78.78,1,44.02,0,hollow_concrete_block
LDPE,2,9.2,14.9,0.48,fly_ash,1,3.9,70.3,6,11.18,1.56,1.35,2177.2,3.86,0.955,77.6,66.35,1,38.22,0,21.99,0,16.74,0,100.0,1,67.33,1,61.59,1,86.53,1,49.91,0,66.55,1,49.32,0,54.22,0,hollow_concrete_block
PET,0,26.5,17.3,0.45,fibres,3,14.0,72.3,37,14.82,2.08,1.17,2133.6,6.53,0.628,68.1,59.13,1,35.98,0,24.1,0,19.37,0,100.0,1,74.98,1,65.99,1,86.87,1,48.35,0,72.73,1,62.59,1,48.83,0,hollow_concrete_block
PP,4,17.8,19.4,0.56,fly_ash,1,17.7,47.4,84,22.51,3.58,2.18,2136.4,5.17,0.641,89.7,75.18,1,46.26,0,36.62,0,29.96,0,100.0,1,74.52,1,84.55,1,86.85,1,65.01,1,74.95,1,61.8,1,63.7,1,hollow_concrete_block
PP,4,17.4,13.0,0.51,silica_fume,2,14.4,33.6,14,13.49,2.1,1.35,2052.3,3.72,0.849,76.7,69.37,1,39.88,0,25.91,0,20.12,0,100.0,1,70.2,1,60.17,1,87.54,1,52.99,0,69.24,1,53.01,0,57.02,1,hollow_concrete_block
PVC,3,12.3,8.5,0.4,none,0,0.0,20.0,20,14.37,2.33,1.48,2239.4,3.78,0.827,82.3,72.18,1,41.93,0,27.25,0,21.36,0,100.0,1,68.98,1,63.67,1,86.08,1,54.16,0,68.87,1,52.95,0,59.34,1,hollow_concrete_block
LDPE,2,11.5,10.9,0.56,fibres,3,28.4,48.6,4,7.03,1.41,0.68,2158.9,4.47,0.813,87.1,57.74,1,34.06,0,16.52,0,12.58,0,100.0,1,69.93,1,58.41,1,83.54,1,44.37,0,68.0,1,53.78,0,47.37,0,hollow_concrete_block
PVC,3,31.9,12.1,0.59,silica_fume,2,5.7,72.9,58,12.24,1.7,1.32,2055.7,6.06,0.465,67.1,56.18,1,33.76,0,20.89,0,16.53,0,100.0,1,79.46,1,55.87,1,87.51,1,47.12,0,82.99,1,76.34,1,46.16,0,hollow_concrete_block
PVC,3,10.0,14.4,0.54,fibres,3,6.6,24.8,83,25.84,3.46,2.31,2222.6,2.99,0.845,98.2,90.92,1,55.99,1,43.41,0,34.34,0,100.0,1,68.78,1,87.88,1,86.2,1,69.45,1,68.53,1,52.4,0,79.46,1,hollow_concrete_block
HDPE,1,20.7,16.1,0.53,silica_fume,2,8.5,64.6,37,14.85,2.06,1.56,2125.1,4.15,0.747,77.5,69.03,1,40.37,0,26.43,0,20.66,0,100.0,1,71.67,1,67.84,1,86.94,1,54.8,0,71.46,1,56.54,1,56.89,1,hollow_concrete_block
PVC,3,7.5,1.8,0.39,none,0,0.0,58.2,82,32.02,4.54,3.11,2284.3,3.95,0.918,100.0,92.24,1,58.52,1,50.12,0,40.81,0,100.0,1,67.04,1,90.41,1,85.76,1,75.0,1,66.77,1,49.9,0,80.7,1,hollow_concrete_block
PVC,3,10.9,12.6,0.41,none,0,0.0,29.1,71,26.4,3.25,2.6,2282.6,3.35,0.784,96.3,91.96,1,55.15,1,42.49,0,33.68,0,100.0,1,69.53,1,84.22,1,85.77,1,70.2,1,69.75,1,54.37,0,77.57,1,hollow_concrete_block
PET,0,7.4,2.5,0.43,fibres,3,21.8,34.0,22,16.35,2.05,1.55,2237.3,2.94,0.924,91.8,78.37,1,47.55,0,30.55,0,23.29,0,100.0,1,67.31,1,69.55,1,86.09,1,56.8,1,66.85,1,49.91,0,68.61,1,hollow_concrete_block
PET,0,19.7,7.2,0.44,fibres,3,29.9,47.8,7,8.0,0.93,0.95,2153.0,5.36,0.707,75.0,54.36,0,32.23,0,15.3,0,11.5,0,100.0,1,72.44,1,57.35,1,86.72,1,45.49,0,72.46,1,58.24,1,44.19,0,hollow_concrete_block
LDPE,2,3.2,15.1,0.39,silica_fume,2,23.3,24.3,63,47.1,6.71,4.63,2334.4,1.09,1.008,100.0,97.29,1,91.57,1,84.46,1,66.65,1,100.0,1,65.36,1,86.83,1,85.42,1,75.0,1,65.01,1,47.38,0,97.29,1,hollow_concrete_block
HDPE,1,7.7,16.9,0.6,none,0,0.0,27.3,34,12.74,1.78,1.25,2279.6,2.96,0.846,86.1,73.87,1,44.03,0,26.2,0,19.72,0,100.0,1,68.31,1,59.05,1,85.79,1,51.99,0,68.27,1,52.14,0,63.88,1,hollow_concrete_block
PVC,3,30.8,9.1,0.57,none,0,0.0,32.0,15,5.23,1.0,0.86,2045.3,7.82,0.48,52.7,41.3,0,24.84,0,11.14,0,8.65,0,96.1,1,79.42,1,39.75,0,72.47,1,30.84,0,71.43,1,74.78,1,33.13,0,hollow_concrete_block
PP,4,26.6,4.6,0.47,silica_fume,2,28.1,29.5,8,11.71,1.78,1.04,1915.8,4.27,0.498,69.5,61.65,1,35.6,0,22.41,0,17.37,0,100.0,1,80.88,1,45.61,0,88.79,1,50.61,0,83.26,1,73.63,1,50.59,0,hollow_concrete_block
Mixed,5,37.5,10.7,0.43,silica_fume,2,6.0,73.3,88,20.29,2.9,2.42,1912.0,7.44,0.439,71.4,63.31,1,39.13,0,31.12,0,25.53,0,97.4,1,80.92,1,60.12,1,88.83,1,52.14,0,83.36,1,80.13,1,53.1,0,hollow_concrete_block
HDPE,1,38.9,5.1,0.48,none,0,0.0,30.0,38,5.85,0.54,0.47,1748.2,9.02,0.404,45.3,37.33,0,22.5,0,10.16,0,7.65,0,93.48,1,82.88,1,21.37,0,77.33,1,28.49,0,80.18,1,85.85,1,30.12,0,hollow_concrete_block
PP,4,4.8,15.9,0.35,none,0,0.0,54.9,63,32.82,4.81,3.33,2270.9,3.1,0.962,100.0,96.82,1,61.91,1,53.45,0,43.19,0,100.0,1,66.47,1,91.36,1,85.85,1,75.0,1,66.03,1,48.76,0,87.14,1,hollow_concrete_block
Mixed,5,23.8,7.7,0.38,fly_ash,1,15.0,61.2,46,19.49,2.81,2.19,2034.6,7.12,0.617,73.9,64.06,1,39.53,0,30.26,0,24.76,0,98.41,1,76.27,1,68.19,1,87.69,1,52.2,0,72.65,1,63.73,1,53.54,0,hollow_concrete_block
Mixed,5,2.4,7.4,0.4,none,0,0.0,27.5,32,19.11,2.74,1.56,2303.6,2.0,0.971,97.7,82.54,1,57.2,1,39.29,0,29.67,0,100.0,1,66.1,1,70.88,1,85.63,1,60.48,1,65.74,1,48.4,0,75.06,1,hollow_concrete_block
LDPE,2,39.3,15.9,0.58,fibres,3,22.0,21.3,51,9.3,0.59,1.34,1796.9,8.76,0.418,62.3,44.68,0,27.46,0,13.82,0,10.52,0,94.03,1,82.26,1,31.47,0,88.3,1,33.71,0,84.28,1,83.55,1,36.67,0,hollow_concrete_block
LDPE,2,29.0,5.4,0.36,fibres,3,16.8,52.6,65,20.37,2.91,1.92,1923.2,6.95,0.493,82.7,65.79,1,40.71,0,31.48,0,25.76,0,98.98,1,80.8,1,63.96,1,88.72,1,54.02,0,80.06,1,74.08,1,55.27,1,hollow_concrete_block
HDPE,1,22.7,11.1,0.45,fibres,3,8.3,69.9,73,23.64,3.46,2.53,2044.2,5.87,0.701,81.2,73.54,1,45.03,0,36.83,0,30.17,0,100.0,1,73.59,1,77.66,1,87.61,1,63.32,1,71.89,1,59.02,1,61.78,1,hollow_concrete_block
HDPE,1,2.8,3.5,0.44,silica_fume,2,16.2,47.2,84,51.47,6.92,5.36,2339.4,1.89,1.012,100.0,97.33,1,86.5,1,74.11,1,61.39,1,100.0,1,65.27,1,86.47,1,85.39,1,75.0,1,64.93,1,47.26,0,97.31,1,hollow_concrete_block
PP,4,15.2,4.1,0.36,silica_fume,2,23.3,34.3,11,20.88,2.89,2.26,2126.9,2.69,0.799,88.5,83.59,1,51.83,0,38.02,0,29.52,0,100.0,1,70.49,1,80.84,1,86.93,1,62.84,1,70.06,1,54.44,0,75.82,1,hollow_concrete_block
Mixed,5,38.7,16.5,0.41,fibres,3,23.0,29.2,39,9.56,1.32,0.74,1791.3,9.05,0.45,65.2,44.97,0,27.78,0,15.81,0,12.61,0,93.42,1,82.33,1,32.65,0,87.78,1,33.37,0,81.3,1,79.5,1,36.98,0,hollow_concrete_block
LDPE,2,16.4,6.8,0.38,none,0,0.0,22.6,19,10.43,1.36,0.6,2156.6,4.52,0.817,77.5,61.4,1,35.95,0,19.73,0,15.06,0,100.0,1,69.87,1,61.78,1,86.69,1,48.91,0,69.48,1,53.65,0,50.18,0,hollow_concrete_block
HDPE,1,34.9,4.4,0.5,none,0,0.0,21.9,85,13.22,1.51,1.39,1839.6,8.32,0.452,63.3,50.95,0,31.37,0,20.2,0,16.11,0,95.03,1,81.74,1,41.09,0,88.8,1,40.06,0,81.61,1,78.97,1,42.19,0,hollow_concrete_block
PVC,3,26.3,10.8,0.56,silica_fume,2,1.5,33.2,12,3.67,0.58,0.3,2083.6,6.81,0.664,55.2,41.7,0,24.69,0,9.04,0,6.6,0,82.92,1,63.74,1,40.53,0,61.74,1,32.3,0,58.32,1,60.74,1,33.25,0,hollow_concrete_block
PET,0,37.2,4.6,0.5,none,0,0.0,48.1,84,13.19,2.0,1.05,1995.9,8.92,0.476,59.7,50.82,0,31.46,0,21.18,0,17.27,0,93.68,1,80.04,1,51.28,0,85.97,1,38.51,0,78.27,1,75.44,1,41.93,0,hollow_concrete_block
PET,0,14.4,15.0,0.62,silica_fume,2,23.8,23.5,81,29.45,3.86,2.96,2224.7,3.35,0.759,98.8,95.6,1,57.72,1,47.06,0,37.68,0,100.0,1,70.55,1,93.75,1,86.18,1,74.27,1,70.67,1,55.61,1,80.93,1,hollow_concrete_block
LDPE,2,21.2,14.8,0.6,none,0,0.0,76.7,69,16.01,2.33,1.85,2055.5,5.35,0.615,72.6,64.06,1,38.39,0,26.82,0,21.47,0,100.0,1,76.14,1,63.55,1,87.51,1,56.24,1,76.35,1,63.75,1,53.05,0,hollow_concrete_block
PET,0,4.0,5.0,0.47,fly_ash,1,15.8,34.9,83,39.03,5.82,4.27,2336.5,3.19,0.911,100.0,97.31,1,67.2,1,61.94,1,50.58,0,100.0,1,66.76,1,86.68,1,85.41,1,75.0,1,66.69,1,49.9,0,92.38,1,hollow_concrete_block
HDPE,1,22.3,11.4,0.57,silica_fume,2,20.2,62.2,57,23.37,3.4,2.36,2051.7,3.74,0.73,87.2,83.1,1,49.29,0,39.0,0,31.25,0,100.0,1,72.76,1,79.29,1,87.55,1,66.16,1,72.32,1,57.62,1,69.92,1,hollow_concrete_block
PET,0,6.7,4.0,0.47,silica_fume,2,19.7,52.0,79,46.34,6.74,4.74,2271.2,2.25,0.83,100.0,96.82,1,78.38,1,71.85,1,59.64,1,100.0,1,68.68,1,91.34,1,85.85,1,75.0,1,68.67,1,52.72,0,96.95,1,hollow_concrete_block
PVC,3,37.3,18.1,0.52,silica_fume,2,25.3,44.7,84,18.3,2.65,1.66,2012.3,5.21,0.361,78.8,68.05,1,40.93,0,30.04,0,24.18,0,100.0,1,79.88,1,65.87,1,87.89,1,59.4,1,90.6,1,84.94,1,56.66,1,hollow_concrete_block
PVC,3,33.0,6.8,0.42,fly_ash,1,11.3,53.0,35,11.65,1.9,1.17,2048.4,7.56,0.476,56.9,50.83,0,30.94,0,19.93,0,16.11,0,97.05,1,79.53,1,51.75,0,87.57,1,40.22,0,79.61,1,75.18,1,41.67,0,hollow_concrete_block
LDPE,2,38.5,9.2,0.47,none,0,0.0,79.0,79,13.63,2.41,1.2,1831.8,8.06,0.363,60.5,51.48,0,31.57,0,22.96,0,18.89,0,95.68,1,81.84,1,40.5,0,89.5,1,41.33,0,86.57,1,85.92,1,42.64,0,hollow_concrete_block
PET,0,20.7,19.9,0.44,silica_fume,2,29.5,32.9,43,23.84,2.86,2.47,2142.8,3.59,0.724,90.4,85.51,1,50.9,0,38.42,0,30.35,0,100.0,1,72.08,1,87.4,1,86.8,1,66.79,1,72.06,1,57.48,1,72.17,1,hollow_concrete_block
PET,0,30.9,18.9,0.6,fly_ash,1,2.8,47.6,22,8.13,1.12,0.58,2082.0,7.33,0.49,51.0,46.09,0,27.69,0,14.57,0,11.36,0,97.74,1,79.21,1,46.77,0,87.29,1,36.31,0,78.81,1,73.59,1,37.29,0,hollow_concrete_block
HDPE,1,10.6,17.8,0.42,silica_fume,2,24.3,25.5,54,35.33,4.82,3.6,2213.1,1.99,0.817,100.0,96.39,1,70.97,1,60.78,1,47.87,0,100.0,1,69.39,1,95.49,1,86.27,1,75.0,1,69.22,1,53.41,0,94.04,1,hollow_concrete_block
PP,4,36.7,14.8,0.57,fibres,3,5.2,69.5,76,12.9,2.43,1.53,1854.0,8.05,0.488,64.1,51.13,0,31.4,0,22.29,0,18.38,0,95.7,1,81.57,1,41.79,0,89.29,1,40.39,0,79.23,1,74.97,1,42.3,0,hollow_concrete_block
PET,0,23.8,6.4,0.57,fibres,3,2.4,23.4,45,11.81,1.7,1.37,2134.2,5.93,0.68,67.1,56.55,1,33.93,0,20.56,0,16.25,0,100.0,1,73.35,1,60.76,1,86.87,1,47.23,0,72.02,1,59.67,1,46.35,0,hollow_concrete_block
LDPE,2,35.2,9.0,0.63,none,0,0.0,72.2,32,6.51,0.82,0.61,1869.6,7.92,0.569,43.0,40.37,0,24.07,0,11.93,0,9.14,0,96.04,1,79.83,1,26.85,0,82.66,1,32.25,0,71.33,1,67.88,1,32.53,0,hollow_concrete_block
Mixed,5,26.1,12.2,0.35,fibres,3,1.6,51.5,43,16.54,2.43,1.77,2020.7,6.68,0.629,71.2,60.62,1,37.05,0,26.61,0,21.59,0,99.95,1,75.99,1,61.59,1,87.82,1,50.0,0,72.97,1,63.05,1,50.37,0,hollow_concrete_block
PP,4,22.6,6.9,0.56,fly_ash,1,1.5,63.9,53,15.31,2.4,1.71,1994.4,6.04,0.646,69.0,60.11,1,36.29,0,25.73,0,20.79,0,100.0,1,75.7,1,57.09,1,88.05,1,51.32,0,73.71,1,62.18,1,49.78,0,hollow_concrete_block
PVC,3,30.1,11.7,0.38,fibres,3,8.7,43.7,19,11.86,1.5,1.32,2031.9,8.11,0.504,63.2,50.86,0,31.28,0,18.9,0,15.07,0,95.55,1,79.69,1,52.54,0,87.45,1,38.83,0,77.11,1,72.46,1,41.81,0,hollow_concrete_block
LDPE,2,3.3,11.6,0.36,fibres,3,7.9,43.9,58,34.71,4.69,3.64,2265.9,3.17,0.951,100.0,96.78,1,63.22,1,54.85,0,44.24,0,100.0,1,66.67,1,91.72,1,85.89,1,75.0,1,66.24,1,49.06,0,88.81,1,hollow_concrete_block
Mixed,5,5.2,3.1,0.52,fibres,3,11.9,54.3,74,26.1,3.9,2.49,2262.5,2.85,0.863,100.0,91.56,1,57.24,1,45.21,0,35.96,0,100.0,1,68.13,1,85.46,1,85.91,1,69.8,1,67.97,1,51.65,0,81.3,1,hollow_concrete_block
PP,4,39.9,10.7,0.42,silica_fume,2,23.3,39.4,76,20.11,3.06,2.05,1743.9,5.51,0.441,73.4,66.78,1,40.21,0,32.6,0,26.52,0,100.0,1,82.94,1,52.34,0,90.64,1,60.69,1,88.03,1,80.89,1,55.99,1,hollow_concrete_block
PET,0,4.5,8.6,0.46,fly_ash,1,9.6,55.6,6,14.88,2.39,1.67,2292.6,2.38,0.902,83.2,76.82,1,48.95,0,32.06,0,24.25,0,100.0,1,67.23,1,60.95,1,85.7,1,54.84,0,67.04,1,50.33,0,69.17,1,hollow_concrete_block
LDPE,2,6.8,7.3,0.6,fibres,3,18.7,46.4,32,14.71,1.41,1.47,2257.5,3.11,0.963,94.1,76.34,1,45.72,0,26.81,0,20.02,0,100.0,1,66.56,1,65.97,1,85.95,1,54.61,0,66.06,1,48.78,0,65.26,1,hollow_concrete_block
HDPE,1,27.4,3.5,0.57,none,0,0.0,26.7,9,8.05,1.06,0.99,2018.2,7.46,0.534,52.0,45.39,0,27.31,0,14.27,0,11.1,0,97.34,1,79.79,1,42.34,0,87.84,1,35.76,0,76.26,1,69.85,1,36.78,0,hollow_concrete_block
HDPE,1,38.0,18.6,0.61,silica_fume,2,0.4,61.6,17,4.41,0.76,0.58,1796.6,8.8,0.329,45.7,36.09,0,21.66,0,9.34,0,7.16,0,85.14,1,76.66,1,19.07,0,67.62,1,27.09,0,75.67,1,86.13,1,28.92,0,thermal_insulation_panel
LDPE,2,18.0,0.9,0.41,fly_ash,1,6.1,51.4,36,16.17,2.28,1.56,2127.0,4.1,0.729,76.6,70.99,1,41.55,0,28.37,0,22.32,0,100.0,1,72.1,1,69.95,1,86.93,1,56.56,1,71.98,1,57.32,1,58.62,1,hollow_concrete_block
PP,4,19.3,14.7,0.39,none,0,0.0,42.6,87,26.67,4.25,2.49,2094.3,5.62,0.774,89.2,78.87,1,48.94,0,42.04,0,34.75,0,100.0,1,71.33,1,88.34,1,87.19,1,68.77,1,70.09,1,55.56,1,67.17,1,hollow_concrete_block
PP,4,1.7,3.8,0.44,silica_fume,2,1.6,59.3,4,10.91,1.86,1.18,2279.1,2.02,0.994,89.3,71.43,1,49.05,0,28.76,0,20.87,0,100.0,1,65.96,1,56.86,1,85.8,1,49.55,0,65.46,1,47.92,0,65.01,1,hollow_concrete_block
PET,0,15.5,5.8,0.61,silica_fume,2,25.9,21.1,86,30.69,3.42,3.17,2163.0,2.07,0.626,100.0,96.02,1,65.97,1,52.12,0,40.24,0,100.0,1,74.79,1,99.07,1,86.64,1,75.0,1,75.42,1,62.59,1,88.21,1,hollow_concrete_block
PVC,3,9.2,7.9,0.64,none,0,0.0,74.2,65,17.07,2.32,1.98,2281.7,4.3,0.792,89.2,72.92,1,43.84,0,29.07,0,22.95,0,100.0,1,69.37,1,66.91,1,85.78,1,57.76,1,69.55,1,54.07,0,61.01,1,hollow_concrete_block
PP,4,21.3,4.1,0.5,fibres,3,16.8,62.7,8,6.11,0.79,0.56,2061.0,5.85,0.712,72.4,49.28,0,29.27,0,12.64,0,9.42,0,100.0,1,73.13,1,47.39,0,78.2,1,40.06,0,66.86,1,58.41,1,39.9,0,hollow_concrete_block
HDPE,1,36.9,6.4,0.5,fly_ash,1,0.6,61.1,48,12.88,1.71,1.1,1844.5,8.32,0.521,54.3,49.44,0,30.24,0,20.36,0,16.38,0,95.03,1,81.69,1,38.57,0,88.75,1,39.61,0,76.89,1,71.91,1,40.81,0,hollow_concrete_block
Mixed,5,12.1,19.9,0.64,silica_fume,2,24.4,57.5,52,21.06,2.81,2.25,2194.0,2.25,0.902,91.5,84.33,1,55.51,1,39.94,0,30.54,0,100.0,1,68.01,1,80.42,1,86.41,1,63.08,1,67.46,1,50.72,0,76.82,1,hollow_concrete_block
PET,0,37.8,19.0,0.42,silica_fume,2,26.9,59.4,14,11.03,1.74,0.78,1997.7,4.86,0.474,56.8,56.97,1,33.08,0,20.87,0,16.31,0,100.0,1,80.02,1,47.07,0,88.02,1,49.71,0,84.43,1,75.64,1,46.52,0,hollow_concrete_block
Mixed,5,15.3,19.2,0.53,fly_ash,1,12.5,54.4,57,20.55,3.21,2.23,2166.3,4.66,0.742,87.3,74.91,1,45.34,0,34.3,0,27.76,0,100.0,1,71.43,1,80.47,1,86.62,1,62.4,1,71.41,1,56.58,1,62.93,1,hollow_concrete_block
LDPE,2,36.4,6.9,0.51,fly_ash,1,19.6,54.9,90,16.25,1.96,1.76,1805.6,8.17,0.382,66.6,55.35,1,34.2,0,24.41,0,19.7,0,95.4,1,82.15,1,44.56,0,89.52,1,44.51,0,86.61,1,86.08,1,46.2,0,hollow_concrete_block
HDPE,1,34.5,6.5,0.56,fly_ash,1,12.9,74.5,21,7.46,1.12,0.94,1886.3,8.13,0.473,49.6,42.23,0,25.47,0,13.54,0,10.63,0,95.5,1,81.21,1,31.32,0,88.5,1,32.91,0,79.84,1,76.34,1,34.23,0,hollow_concrete_block
Mixed,5,37.3,18.4,0.45,none,0,0.0,31.0,21,8.81,1.27,0.79,1854.0,8.14,0.474,49.8,43.8,0,26.48,0,15.26,0,12.08,0,95.48,1,81.57,1,31.31,0,89.07,1,34.68,0,80.09,1,76.42,1,35.69,0,hollow_concrete_block
Mixed,5,1.2,6.7,0.64,fibres,3,9.1,64.7,84,25.88,3.58,2.87,2320.5,2.6,0.98,100.0,91.7,1,58.69,1,45.09,0,35.44,0,100.0,1,65.84,1,80.95,1,85.51,1,69.51,1,65.52,1,48.11,0,83.27,1,hollow_concrete_block
Mixed,5,11.0,15.7,0.38,fly_ash,1,0.8,79.2,81,32.32,4.65,3.3,2214.9,3.96,0.954,100.0,91.66,1,58.4,1,50.68,0,41.33,0,100.0,1,67.04,1,95.36,1,86.25,1,75.0,1,66.4,1,49.19,0,80.64,1,hollow_concrete_block
LDPE,2,24.2,12.4,0.53,fly_ash,1,20.6,41.6,64,19.81,2.81,2.18,2019.5,6.37,0.622,74.0,66.04,1,40.4,0,31.02,0,25.26,0,100.0,1,76.24,1,67.67,1,87.83,1,55.72,1,73.85,1,63.49,1,55.18,1,hollow_concrete_block
HDPE,1,20.1,12.3,0.56,silica_fume,2,5.5,43.2,63,14.37,2.07,1.34,2118.4,5.01,0.639,80.6,64.58,1,38.57,0,24.87,0,19.69,0,100.0,1,74.75,1,67.36,1,86.99,1,54.16,0,75.11,1,62.0,1,53.32,0,hollow_concrete_block
HDPE,1,6.6,4.9,0.47,none,0,0.0,75.5,55,20.63,3.03,2.12,2287.0,2.87,0.903,90.4,84.45,1,51.66,0,37.5,0,29.35,0,100.0,1,67.26,1,72.78,1,85.74,1,62.51,1,67.05,1,50.32,0,74.67,1,hollow_concrete_block
HDPE,1,29.7,19.8,0.58,none,0,0.0,30.6,59,12.59,1.92,1.36,1937.2,7.51,0.635,63.8,52.19,0,31.88,0,20.94,0,16.91,0,97.19,1,76.65,1,47.14,0,88.58,1,41.64,0,71.86,1,63.12,1,43.05,0,hollow_concrete_block
PP,4,19.6,6.8,0.49,fly_ash,1,12.8,66.6,80,24.56,3.11,2.28,2069.7,5.97,0.693,85.1,74.83,1,46.2,0,36.8,0,29.91,0,100.0,1,73.57,1,82.02,1,87.39,1,64.01,1,71.8,1,59.3,1,63.22,1,hollow_concrete_block
Mixed,5,33.0,14.5,0.47,none,0,0.0,51.2,60,11.91,1.51,1.25,1892.6,8.45,0.472,66.5,49.79,0,30.74,0,18.84,0,15.07,0,94.72,1,81.13,1,43.52,0,87.96,1,37.97,0,79.64,1,76.41,1,41.11,0,hollow_concrete_block
PVC,3,33.1,1.3,0.65,fibres,3,29.5,22.4,52,7.64,1.27,0.9,2047.1,7.56,0.516,67.6,46.77,0,28.51,0,14.34,0,11.31,0,97.05,1,79.54,1,47.72,0,87.59,1,34.88,0,77.01,1,71.28,1,38.04,0,hollow_concrete_block
PP,4,30.6,19.3,0.41,fibres,3,11.9,38.3,39,13.4,2.18,1.5,1908.3,7.12,0.573,68.7,54.37,0,33.19,0,22.6,0,18.34,0,98.41,1,79.23,1,47.68,0,88.86,1,44.08,0,75.34,1,67.37,1,44.99,0,hollow_concrete_block
PVC,3,6.7,6.2,0.63,fly_ash,1,13.9,58.8,14,7.5,1.29,0.75,2322.4,2.77,0.741,78.1,66.67,1,39.92,0,20.35,0,14.69,0,100.0,1,70.22,1,45.21,0,85.5,1,45.0,0,70.78,1,56.0,1,58.78,1,hollow_concrete_block
Mixed,5,20.0,4.0,0.53,fly_ash,1,11.8,39.4,6,8.64,0.7,0.67,2182.7,5.48,0.737,59.9,53.2,0,31.32,0,15.26,0,11.32,0,100.0,1,71.42,1,52.42,0,86.49,1,45.58,0,71.08,1,56.73,1,43.11,0,hollow_concrete_block
HDPE,1,18.1,18.0,0.62,fibres,3,2.7,39.4,86,16.19,2.22,1.57,2086.4,5.21,0.742,86.4,66.24,1,40.22,0,26.86,0,21.39,0,100.0,1,72.14,1,69.59,1,87.25,1,56.59,1,71.79,1,56.93,1,55.36,1,hollow_concrete_block
Mixed,5,31.9,14.5,0.39,none,0,0.0,62.4,84,17.48,2.59,1.36,1889.7,8.04,0.547,75.0,58.83,1,36.55,0,27.27,0,22.37,0,95.73,1,80.54,1,54.77,0,88.95,1,46.52,0,75.49,1,69.46,1,49.21,0,hollow_concrete_block
LDPE,2,3.4,14.3,0.57,fly_ash,1,11.4,42.8,24,12.17,1.49,1.16,2253.5,2.32,0.982,90.3,72.92,1,47.54,0,27.39,0,19.9,0,100.0,1,66.33,1,61.04,1,85.98,1,51.23,0,65.76,1,48.32,0,66.46,1,hollow_concrete_block
LDPE,2,22.6,13.4,0.4,fly_ash,1,5.4,62.7,56,19.11,2.9,1.53,2046.6,5.75,0.676,76.9,67.35,1,40.89,0,31.0,0,25.21,0,100.0,1,74.27,1,69.18,1,87.59,1,57.94,1,73.01,1,60.28,1,56.16,1,hollow_concrete_block
